Horas,Taxa de Cliques,Classe
1007.08458852131,1.58209891062051,1
1005.88619347499,1.52480873889254,1
1005.60947054967,0.846856760843238,1
989.814353735511,2.84194404418567,2
995.328806618507,3.5698995707582,3
1007.12270695715,1.51066297750668,1
996.717789090789,16.1294097656702,0
990.871517734349,3.31332102124989,2
997.425242682433,16.0651543834489,0
989.730474652014,3.70003490347039,2
1007.57966548268,0.586028629665025,1
1006.0212466112,2.23477575012265,1
1007.38776350221,2.14019121025756,1
989.899624091302,3.81185202346544,2
995.32660662919,5.02174183199499,3
999.358440645045,16.3270699656148,0
1007.53482277404,2.35931763571585,1
995.925894910727,5.67060156138973,3
1007.25323378854,1.19924979869279,1
992.001855936548,3.13923339835324,2
996.2161727754,3.56121492971512,3
990.734203791475,5.49319840392547,2
998.276054480528,5.63681022925881,3
995.926323912739,6.46145233347349,3
1007.59118801869,3.17159516816606,1
991.734607396286,5.10931272939401,2
1007.78924127867,2.11396088625372,1
989.330380472544,1.61008357597128,2
998.397125045136,14.0495918177264,0
1005.8712330632,1.2659017982896,1
990.646056487952,3.03489985124359,2
998.347815986491,15.5012157995681,0
996.634271713552,14.291281029001,0
996.932443502148,15.5903652176077,0
1008.23942346144,2.56900092090426,1
996.165230298909,5.84585547291018,3
997.60944738255,5.82128429180113,3
1007.81446277103,1.15090134726766,1
996.106245031195,5.81807922981681,3
1007.87902707345,1.13816918179322,1
989.856889338672,3.59204973402594,2
997.138744942691,4.91194498359409,3
996.929017645796,5.67710993965017,3
991.214430518543,2.83438861303282,2
994.904603374639,4.83063392018987,3
994.33859401942,3.74083880163398,3
1007.20360106275,2.43596918915528,1
997.622614318279,15.3131509080487,0
993.72949231688,6.30305452010335,3
1008.94206080834,2.46116150003817,1
997.155114633497,15.5589904614898,0
1008.10247553294,0.870116165206284,1
1007.23344939284,0.894568639610077,1
997.84845380738,5.65119556718518,3
997.434318746976,15.7661951820884,0
1006.61746194918,3.2130128920756,1
988.170981537454,4.58664093788225,2
995.307329635402,5.68695653964147,3
995.917214015064,6.00248475512233,3
996.899486130459,16.0832234902339,0
995.774616521073,5.5920992921085,3
996.319386835326,6.45754938383054,3
997.26840811759,15.0054447650424,0
998.373396081854,14.4979190825561,0
997.125566180531,16.0244256761694,0
1006.63295828426,2.42828516612226,1
1007.39776547151,2.2370339742006,1
1007.50759255734,2.50571476717506,1
997.631700516835,16.685431689266,0
990.886206031629,5.33953911429266,2
989.723793760642,3.32233258204488,2
994.198722925699,5.25893411949821,3
998.368259162751,15.2772837478475,0
996.003974985254,5.76297001369879,3
996.189255341965,3.15021784720682,3
996.630645714781,5.63057847211936,3
995.592863558205,4.56881704033733,3
1006.69357551072,3.22497744059241,1
989.607309384633,3.42424782311098,2
994.695942097247,13.828727117796,0
989.989488398928,4.95469124146157,2
997.077209845966,16.2708965085681,0
996.057143827196,4.47479377460497,3
998.010138916144,16.1546466495719,0
989.734424951068,4.35291764343871,2
995.706017973326,4.99824426126644,3
989.800447387243,3.56184393964127,2
1006.6039376297,3.08330711170463,1
997.400558477994,14.574593631362,0
1009.10515924922,3.00710647986159,1
1007.3686970692,1.82982574458697,1
1007.74331222912,2.95871814674054,1
995.917935630292,15.839880839883,0
994.588084296578,7.3109354541281,3
994.972984383588,5.26119912703913,3
996.007797002912,5.30073141041135,3
1006.303414334,1.30719863109548,1
998.022575470228,15.0477509900056,0
1007.23117144098,4.31701442257815,1
989.566460585806,3.58134580483954,2
990.017195460628,4.32158660223662,2
996.779256029119,13.3316178243707,0
1006.99029148009,4.00022959352724,1
1006.74883704663,1.07878632088874,1
996.947144899524,17.4151467762893,0
989.279851873287,2.58362236944273,2
996.80550873916,15.475370983503,0
997.449326831109,16.1521318317675,0
